Genesymbol,degree
MGRN1,344
MGST1,203
MGST2,89
MGST3,132
MIA,71
MIA-RAB4B,5
MIA2,95
MIA3,225
MIB1,2530
MIB2,863
MICAL1,1497
MICAL2,1065
MICAL3,879
MICALL1,831
MICALL2,828
MICB,201
MICU1,668
MICU2,408
MICU3,71
MID1,269
MID1IP1,42
MID2,197
MIDN,26
MIEF1,92
MIEF2,86
MIEN1,71
MIER1,607
MIER2,98
MIER3,124
MIF,672
MIF4GD,44
MIGA1,21
MIGA2,9
MIIP,32
MINDY1,93
MINDY2,158
MINDY3,216
MINDY4,40
MINK1,271
MINOS1,119
MINPP1,244
MIOS,147
MIOX,225
MIP,590
MIPEP,183
MIPOL1,146
MIS12,283
MIS18A,330
MIS18BP1,167
MISP,59
MISP3,4
MITD1,178
MITF,1731
MIXL1,355
MKI67,585
MKKS,1907
MKL1,235
MKL2,86
MKLN1,880
MKNK1,216
MKNK2,139
MKRN1,401
MKRN2,195
MKRN2OS,10
MKRN3,170
MKS1,217
MKX,128
MLANA,370
MLC1,369
MLEC,42
MLF1,698
MLF2,85
MLH1,1486
MLH3,1300
MLIP,54
MLKL,2790
MLLT1,1421
MLLT10,422
MLLT11,66
MLLT3,753
MLN,607
MLNR,226
MLPH,149
MLST8,587
MLX,242
MLXIP,57
MLXIPL,297
MLYCD,216
MMAA,92
MMAB,121
MMACHC,77
MMADHC,456
MMD,492
MMD2,72
MME,1763
MMEL1,154
MMGT1,107
MMP1,787
MMP10,266
MMP11,280
MMP13,548
MMP14,692
MMP15,126
MMP16,156
MMP17,114
MMP19,131
MMP2,1413
MMP20,79
MMP21,38
MMP23B,54
MMP24,81
MMP25,137
MMP26,54
MMP27,17
MMP3,909
MMP7,698
MMP8,541
MMP9,1758
MMRN1,590
MMRN2,57
MMS19,274
MMS22L,117
MN1,133
MNAT1,444
MND1,561
MNDA,284
MNS1,757
MNT,723
MNX1,186
MOAP1,61
MOB1A,1194
MOB1B,1179
MOB2,1122
MOB3A,58
MOB3B,31
MOB3C,48
MOB4,265
MOBP,160
MOCOS,360
MOCS1,219
MOCS2,184
MOCS3,1324
MOG,651
MOGAT1,284
MOGAT2,310
MOGAT3,202
MOGS,268
MOK,371
MON1A,189
MON1B,189
MORC1,721
MORC2,74
MORC3,755
MORC4,331
MORF4L1,682
MORF4L2,557
MORN1,196
MORN2,76
MORN3,733
MORN4,193
MORN5,445
MOS,2627
MOSMO,31
MOSPD1,149
MOSPD2,1518
MOSPD3,254
MOV10,778
MOV10L1,1336
MOXD1,101
MPC1,129
MPC2,91
MPDU1,121
MPDZ,335
MPEG1,96
MPG,259
MPHOSPH10,608
MPHOSPH6,198
MPHOSPH8,2779
MPHOSPH9,139
MPI,373
MPIG6B,63
MPL,819
MPLKIP,94
MPND,591
MPO,1573
MPP1,1153
MPP2,1138
MPP3,1083
MPP4,1021
MPP5,1150
MPP6,1225
MPP7,1088
MPPE1,589
MPPED1,158
MPPED2,65
MPRIP,55
MPV17,277
MPV17L,64
MPZ,169
MPZL1,53
MPZL2,37
MPZL3,296
MR1,116
MRAP,1055
MRAP2,21
MRAS,2137
MRC2,68
MRE11,1241
MREG,516
MRFAP1,78
MRFAP1L1,20
MRGBP,228
MRGPRD,79
MRGPRE,44
MRGPRF,109
MRGPRG,377
MRGPRX1,87
MRGPRX2,59
MRGPRX3,122
MRGPRX4,29
MRI1,217
MRM2,798
MRM3,669
MRNIP,18
MRO,223
MROH1,85
MROH2A,124
MROH2B,765
MROH6,4
MROH7,577
MROH8,539
MROH9,24
MRPL1,965
MRPL10,146
MRPL11,864
MRPL12,848
MRPL13,1134
MRPL14,275
MRPL15,1073
MRPL16,914
MRPL17,912
MRPL18,344
MRPL19,691
MRPL2,820
MRPL20,564
MRPL21,329
MRPL22,897
MRPL23,526
MRPL24,735
MRPL27,643
MRPL28,230
MRPL3,1401
MRPL30,114
MRPL32,516
MRPL33,410
MRPL34,453
MRPL35,266
MRPL36,444
MRPL37,245
MRPL38,459
MRPL39,983
MRPL4,1001
MRPL40,355
MRPL41,156
MRPL42,432
MRPL43,350
MRPL44,148
MRPL46,524
MRPL47,433
MRPL48,193
MRPL49,1072
MRPL50,203
MRPL51,229
MRPL52,209
MRPL53,229
MRPL54,235
MRPL55,222
MRPL57,134
MRPL58,670
MRPL9,262
MRPS10,791
MRPS11,759
MRPS12,977
MRPS14,570
MRPS15,952
MRPS16,724
MRPS17,327
MRPS18A,728
MRPS18B,196
MRPS18C,604
MRPS2,1083
MRPS22,434
MRPS23,251
MRPS24,222
MRPS25,117
MRPS26,198
MRPS27,173
MRPS28,387
MRPS30,207
MRPS31,191
MRPS33,445
MRPS34,212
MRPS35,405
MRPS36,159
MRPS5,956
MRPS6,560
MRPS7,1233
MRPS9,911
MRRF,995
MRS2,470
MRTO4,1236
MRVI1,102
MS4A1,192
MS4A10,49
MS4A12,30
MS4A13,1589
MS4A14,53
MS4A15,9
MS4A18,9
MS4A2,193
MS4A3,58
MS4A4A,64
MS4A5,625
MS4A6E,702
MS4A7,190
MS4A8,66
MSANTD1,28
MSANTD2,45
MSANTD3,61
MSANTD3-TMEFF1,7
MSANTD4,53
MSC,161
MSGN1,58
MSH2,2002
MSH3,1292
MSH4,1332
MSH5,818
MSH5-SAPCD1,797
MSH6,1550
MSI1,223
MSI2,202
MSL1,369
MSL2,561
MSL3,575
MSLN,133
MSMO1,241
MSMP,18
MSN,995
MSR1,294
MSRA,350
MSRB1,488
MSRB2,273
MSRB3,228
MSS51,71
MST1,308
MST1R,882
MSTN,616
MSTO1,40
MSX1,727
MSX2,533
MT-ATP6,603
MT-ATP8,157
MT-CO1,1237
MT-CO2,698
MT-CO3,442
MT-CYB,1073
MT-ND1,487
MT-ND2,653
MT-ND3,634
MT-ND4,532
MT-ND4L,199
MT-ND5,533
MT-ND6,413
MT1A,70
MT1B,24
MT1E,137
MT1F,36
MT1G,45
MT1H,36
MT1M,23
MT1X,50
MT2A,256
MT3,1420
MT4,38
MTA1,340
MTA2,924
MTA3,139
MTAP,451
MTBP,80
MTCH1,101
MTCH2,200
MTCL1,76
MTCP1,38
MTDH,348
MTERF1,172
MTERF2,93
MTERF3,338
MTERF4,95
MTF1,1560
MTF2,382
MTFMT,806
MTFP1,73
MTFR1,301
MTFR1L,13
MTFR2,286
MTG1,618
MTG2,546
MTHFD1,1574
MTHFD1L,1495
MTHFD2,823
MTHFD2L,727
MTHFR,816
MTHFS,198
MTHFSD,230
MTIF2,1037
MTIF3,471
MTM1,883
MTMR1,572
MTMR10,692
MTMR11,106
MTMR12,134
MTMR14,314
MTMR2,307
MTMR3,533
MTMR4,72
MTMR6,265
MTMR7,139
MTMR8,483
MTMR9,187
MTNR1A,274
MTNR1B,324
MTO1,691
MTOR,4047
MTPAP,328
MTPN,176
MTR,1294
MTREX,1443
MTRF1,656
MTRF1L,685
MTRNR2L1,46
MTRNR2L12,14
MTRNR2L3,85
MTRNR2L4,7
MTRNR2L5,25
MTRNR2L7,8
MTRNR2L8,22
MTRR,726
MTSS1,401
MTSS1L,93
MTTP,379
MTURN,33
MTUS1,42
MTX1,117
MTX2,323
MTX3,113
MUC12,193
MUC15,84
MUC16,130
MUC17,238
MUC20,194
MUC21,129
MUC22,20
MUC4,279
MUC5B,563
MUC6,354
MUC7,181
MUCL1,93
MUCL3,58
MUL1,129
MUM1L1,49
MUS81,457
MUSK,2608
MUSTN1,42
MUT,589
MUTYH,944
MVB12A,65
MVB12B,71
MVD,257
MVK,272
MVP,173
MX1,1538
MX2,1285
MXD1,267
MXD3,58
MXD4,82
MXI1,275
MXRA5,2027
MXRA7,31
MXRA8,173
MYADM,32
MYB,2928
MYBBP1A,478
MYBL1,1837
MYBL2,1890
MYBPC1,137
MYBPC2,130
MYBPC3,234
MYBPH,206
MYBPHL,79
MYC,4475
MYCBP,51
MYCBPAP,686
MYCL,323
MYCN,2218
MYCT1,38
MYD88,1307
MYDGF,97
MYEF2,232
MYEOV,35
MYF5,538
MYF6,388
MYH1,1473
MYH10,1375
MYH11,1731
MYH13,1141
MYH14,3567
MYH15,1123
MYH2,1428
MYH4,1323
MYH6,1663
MYH7,1591
MYH7B,1349
MYH8,1465
MYH9,1988
MYL1,1841
MYL10,1802
MYL12A,1891
MYL12B,1981
MYL2,2009
MYL3,1866
MYL4,1807
MYL5,1836
MYL6,1918
MYL7,1837
MYL9,2010
MYLIP,400
MYLK,815
MYLK2,1279
MYLK3,1272
MYLK4,1256
MYLPF,1903
MYMK,30
MYNN,1186
MYO10,1066
MYO15A,1601
MYO16,826
MYO18A,1314
MYO18B,1189
MYO1A,983
MYO1B,917
MYO1C,1185
MYO1D,920
MYO1E,1094
MYO1F,1353
MYO1G,1188
MYO1H,851
MYO3A,1239
MYO3B,1197
MYO5A,2033
MYO5B,1623
MYO5C,1610
MYO6,1219
MYO7A,1176
MYO7B,1021
MYO9A,1696
MYO9B,1386
MYOC,215
MYOCD,408
MYOD1,1404
MYOF,158
MYOG,782
MYOM1,104
MYOM2,545
MYOM3,98
MYORG,176
MYOT,244
MYOZ1,162
MYOZ2,188
MYOZ3,44
MYPN,124
MYPOP,17
MYRF,170
MYRFL,37
MYRIP,117
MYSM1,2073
MYT1,34
MYT1L,257
MYZAP,92
MZB1,67
MZF1,1294
MZT1,70
MZT2A,71
MZT2B,58
N4BP1,71
N4BP2,124
N4BP2L1,37
N4BP2L2,895
N4BP3,51
N6AMT1,241
NAA10,488
NAA11,332
NAA15,387
NAA16,811
NAA20,369
NAA25,340
NAA30,261
NAA35,122
NAA38,55
NAA40,65
NAA50,1200
NAA60,27
NAA80,24
NAAA,121
NAALAD2,133
NAALADL1,196
NAALADL2,178
NAB1,236
NAB2,165
NABP1,515
NABP2,227
NACA,668
NACA2,1127
NACAD,565
NACC1,1168
NACC2,1214
NADK2,30
NADSYN1,1108
NAE1,1068
NAF1,288
NAGA,96
NAGK,134
NAGLU,134
NAGPA,938
NAGS,414
NAIF1,63
NAIP,561
NALCN,396
NAMPT,812
NANOG,1198
NANOGNB,46
NANOS1,198
NANOS2,715
NANOS3,276
NANP,142
NANS,183
NAP1L1,891
NAP1L2,634
NAP1L3,601
NAP1L4,690
NAP1L5,695
NAPA,431
NAPB,428
NAPEPLD,76
NAPG,221
NAPRT,347
NAPSA,1053
NARF,87
NARFL,402
NARS,848
NARS2,752
NASP,530
NAT1,376
NAT10,794
NAT14,26
NAT16,27
NAT2,201
NAT8,295
NAT8L,31
NAT9,558
NAV1,120
NAV2,98
NAV3,100
NAXD,176
NAXE,294
NBAS,410
NBEA,186
NBEAL1,269
NBEAL2,245
NBL1,113
NBN,527
NBPF3,45
NBR1,694
NCALD,1724
NCAM1,1462
NCAM2,128
NCAN,664
NCAPD2,642
NCAPD3,325
NCAPG,667
NCAPG2,497
NCAPH,651
NCAPH2,227
NCBP1,1283
NCBP2,1049
NCBP3,226
NCCRP1,76
NCDN,80
NCEH1,276
NCF1,500
NCF2,748
NCF4,578
NCK1,875
NCK2,349
NCKAP1,362
NCKAP1L,335
NCKAP5,48
NCKAP5L,34
NCKIPSD,162
NCL,833
NCLN,77
NCMAP,14
NCOA1,1290
NCOA2,1273
NCOA3,623
NCOA5,403
NCOA6,728
NCOA7,60
NCOR1,1927
NCOR2,1108
NCR1,330
NCR2,252
NCR3,620
NCR3LG1,76
NCS1,2226
NCSTN,391
NDC1,481
NDC80,1679
NDEL1,1117
NDFIP1,118
NDFIP2,127
NDN,727
NDNF,237
NDOR1,592
NDP,655
NDRG1,213
NDRG2,56
NDRG3,49
NDRG4,47
NDST1,161
NDST2,177
NDST3,118
NDST4,117
NDUFA1,406
NDUFA10,209
NDUFA11,249
NDUFA12,234
NDUFA13,433
NDUFA2,347
NDUFA3,130
NDUFA4,409
NDUFA4L2,28
NDUFA5,401
NDUFA6,495
NDUFA7,184
NDUFA8,345
NDUFA9,547
NDUFAB1,1231
NDUFAF1,152
NDUFAF2,205
NDUFAF3,227
NDUFAF4,180
NDUFAF5,564
NDUFAF6,413
NDUFAF7,161
NDUFAF8,27
NDUFB1,109
NDUFB10,369
NDUFB11,351
NDUFB2,316
NDUFB3,314
NDUFB4,219
NDUFB5,392
NDUFB6,319
NDUFB7,311
NDUFB8,342
NDUFB9,290
NDUFC2,159
NDUFC2-KCTD14,136
NDUFS1,498
NDUFS2,401
NDUFS3,549
NDUFS4,413
NDUFS5,377
NDUFS6,270
NDUFS7,412
NDUFS8,455
NDUFV1,670
NDUFV2,472
NDUFV3,157
NEB,574
NEBL,63
NECAB1,29
NECAB2,57
NECAB3,52
NECAP1,227
NECAP2,218
NECTIN1,466
NECTIN2,172
NECTIN3,103
NECTIN4,63
NEDD1,295
NEDD4,1665
NEDD4L,1313
NEDD8,2761
NEDD8-MDP1,210
NEDD9,579
NEFH,769
NEFM,187
NEGR1,331
NEIL1,138
NEIL2,113
NEIL3,291
NEK1,535
NEK10,251
NEK11,103
NEK2,1388
NEK4,146
NEK5,119
NEK6,1069
NEK7,1121
NEK8,204
NEK9,480
NELFA,341
NELFB,308
NELFE,144
NELL1,73
NELL2,77
NEMF,1194
NEMP1,134
NEMP2,90
NENF,185
NEO1,254
NEPRO,101
NES,1510
NET1,442
NETO1,66
NETO2,60
NEU1,79
NEU2,116
NEU3,79
NEU4,47
NEURL1,379
NEURL1B,359
NEURL2,34
NEURL4,46
NEUROD1,567
NEUROD2,163
NEUROD4,83
NEUROD6,165
NEUROG1,415
NEUROG2,369
NEUROG3,330
NEXMIF,88
NEXN,245
NF1,1539
NF2,980
NFAM1,57
NFASC,317
NFATC1,618
NFATC2,576
NFATC2IP,503
NFATC3,877
NFATC4,222
NFE2,299
NFE2L1,200
NFE2L2,492
NFE2L3,160
NFIA,168
NFIB,125
NFIC,609
NFIL3,240
NFIX,93
NFKB1,4427
NFKB2,2449
NFKBIA,2994
NFKBIB,2215
NFKBID,1952
NFKBIE,2076
NFKBIL1,151
NFKBIZ,2202
NFRKB,163
NFS1,804
NFU1,410
NFX1,104
NFXL1,86
NFYA,959
NFYB,1797
NFYC,368
NGB,393
NGDN,852
NGEF,524
NGF,2026
NGFR,826
NGLY1,294
NGRN,22
NHEJ1,140
NHLH1,129
NHLH2,95
NHLRC1,175
NHLRC2,139
NHLRC3,84
NHLRC4,144
NHP2,1273
NHS,819
NHSL1,13
NICN1,18
NID1,576
NID2,117
NIF3L1,375
NIFK,769
NIM1K,2711
NIN,1570
NINJ1,25
NINJ2,59
NINL,435
NIP7,905
NIPA1,186
NIPA2,176
NIPAL1,137
NIPAL2,99
NIPAL3,111
NIPAL4,177
NIPBL,1309
NIPSNAP1,133
NIPSNAP2,139
NIPSNAP3A,76
NIPSNAP3B,46
NISCH,298
NIT1,365
NIT2,444
NKAIN1,74
NKAIN2,32
NKAIN4,63
NKAP,296
NKAPD1,36
NKAPL,698
NKD1,208
NKD2,103
NKG7,89
NKIRAS1,118
NKIRAS2,68
NKPD1,1808
NKRF,1762
NKTR,1894
NKX1-1,129
NKX2-1,678
NKX2-2,406
NKX2-3,184
NKX2-4,160
NKX2-5,990
NKX2-6,296
NKX2-8,121
NKX3-1,223
NKX3-2,173
NKX6-1,245
NKX6-2,260
NKX6-3,34
NLE1,2149
NLGN1,321
NLGN2,200
NLGN3,398
NLGN4X,399
NLGN4Y,147
NLK,320
NLN,581
NLRC4,603
NLRC5,331
NLRP1,246
NLRP10,47
NLRP12,722
NLRP13,27
NLRP14,76
NLRP2,119
NLRP3,1125
NLRP4,84
NLRP5,87
NLRP6,191
NLRP7,62
NLRP8,50
NLRP9,56
NLRX1,145
NMB,200
NMBR,208
NMD3,907
NME1,1626
NME1-NME2,1577
NME2,1179
NME3,846
NME4,867
NME5,1047
NME6,849
NME7,918
NME8,1337
NME9,100
NMI,191
NMNAT1,573
NMNAT2,492
NMNAT3,442
NMRAL1,246
NMRK1,435
NMRK2,445
NMS,402
NMT1,569
NMT2,237
NMU,634
NMUR1,380
NMUR2,612
NNAT,86
NNMT,110
NNT,925
NOA1,675
NOB1,561
NOBOX,716
NOC2L,1194
NOC3L,813
NOC4L,539
NOCT,990
NOD1,557
NOD2,626
NODAL,291
NOG,819
NOL10,656
NOL11,485
NOL12,265
NOL3,248
NOL4,20
NOL4L,13
NOL6,559
NOL7,215
NOL8,425
NOL9,217
NOLC1,698
NOM1,338
NOMO1,301
NOMO2,306
NOMO3,334
NONO,595
NOP10,589
NOP14,669
NOP2,1080
NOP53,679
NOP56,1071
NOP58,1039
NOP9,479
NOS1,2016
NOS1AP,262
NOS2,1999
NOS3,2503
NOSTRIN,53
NOTCH1,4401
NOTCH2,2998
NOTCH2NL,480
NOTCH3,2468
NOTCH4,2508
NOTO,316
NOTUM,157
NOV,136
NOVA1,192
NOVA2,221
NOX1,570
NOX3,207
NOX4,478
NOX5,205
NOXA1,89
NOXO1,97
NOXRED1,470
NPAP1,103
NPAS1,196
NPAS2,228
NPAS3,219
NPAS4,148
NPAT,773
NPB,240
NPBWR1,320
NPBWR2,306
NPC1,724
NPC1L1,198
NPC2,172
NPDC1,58
NPEPL1,391
NPEPPS,1100
NPFF,233
NPFFR1,290
NPFFR2,247
NPHP1,343
NPHP3,2058
NPHP4,300
NPHS1,468
NPHS2,685
NPIPA1,825
NPIPA2,767
NPIPA3,767
NPIPA5,787
NPIPA7,767
NPIPA8,767
NPIPB11,807
NPIPB13,1262
NPIPB15,5
NPIPB2,1011
NPIPB4,1557
NPIPB5,1548
NPIPB6,393
NPIPB7,258
NPIPB8,308
NPIPB9,174
NPL,2094
NPLOC4,512
NPM1,1840
NPM2,81
NPM3,66
NPNT,48
NPPA,418
NPPB,402
NPPC,249
NPR1,1452
NPR2,1382
NPR3,1337
NPRL2,123
NPRL3,194
NPS,1240
NPSR1,886
NPTN,214
NPTX1,148
NPTX2,108
NPTXR,760
NPVF,53
NPW,231
NPY,1099
NPY1R,369
NPY2R,311
NPY4R,279
NPY5R,271
NQO1,674
NQO2,241
NR0B1,632
NR0B2,772
NR1D1,160
NR1D2,191
NR1H2,1361
NR1H3,588
NR1H4,513
NR1I2,710
NR1I3,340
NR2C1,286
NR2C2,1212
NR2C2AP,54
NR2E1,320
NR2F1,418
NR2F2,514
NR2F6,199
NR3C1,2124
NR3C2,993
NR4A1,655
NR4A2,482
NR4A3,517
NR5A1,861
NR5A2,312
NR6A1,867
NRAP,73
NRARP,1938
NRAS,2889
NRBF2,185
NRBP1,43
NRBP2,45
NRCAM,351
NRDC,451
NRDE2,295
NREP,113
NRF1,363
NRG1,911
NRG2,346
NRG3,145
NRG4,64
NRGN,151
NRIP1,341
NRIP2,968
NRIP3,861
NRK,51
NRL,898
NRM,435
NRN1,448
NRN1L,20
NRP1,648
NRP2,203
NRROS,2005
NRSN1,170
NRSN2,40
NRTN,130
NRXN1,483
NRXN2,158
NRXN3,220
NSA2,810
NSD1,2885
NSD2,1453
NSD3,2185
NSDHL,579
NSF,2335
NSFL1C,226
NSG1,68
NSG2,133
NSL1,190
NSMAF,508
NSMCE1,107
NSMCE2,253
NSMCE3,137
NSMCE4A,196
NSMF,123
NSRP1,128
NSUN2,1035
NSUN3,1116
NSUN4,902
NSUN5,920
NSUN6,1052
NSUN7,882
NT5C,853
NT5C1A,670
NT5C1B,717
NT5C1B-RDH14,753
NT5C2,575
NT5C3A,159
NT5C3B,121
NT5DC1,148
NT5DC2,85
NT5DC3,151
NT5DC4,37
NT5E,1426
NT5M,179
NTAN1,223
NTF3,518
NTHL1,632
NTM,705
NTMT1,73
NTN1,737
NTN3,350
NTN4,89
NTN5,267
NTNG1,352
NTNG2,313
NTPCR,154
NTRK1,618
NTRK2,769
NTRK3,516
NTS,1677
NTSR1,1291
NTSR2,264
NUAK1,118
NUAK2,135
NUBP1,360
NUBP2,397
NUBPL,513
NUCB2,60
NUCKS1,29
NUDC,364
NUDCD1,102
NUDCD2,368
NUDCD3,163
NUDT1,696
NUDT10,556
NUDT11,572
NUDT12,413
NUDT13,363
NUDT14,480
NUDT15,96
NUDT16,82
NUDT16L1,261
NUDT17,31
NUDT19,39
NUDT21,473
NUDT22,20
NUDT4,24
NUDT5,569
NUDT6,73
NUDT7,532
NUDT8,468
NUDT9,192
NUF2,607
NUFIP1,196
NUFIP2,166
NUGGC,31
NUMA1,545
NUMB,1175
NUMBL,343
NUP107,975
NUP133,504
NUP153,559
NUP155,781
NUP160,615
NUP188,218
NUP205,507
NUP210,295
NUP210L,651
NUP214,865
NUP35,311
NUP37,759
NUP43,310
NUP50,919
NUP54,582
NUP58,110
NUP62,469
NUP62CL,334
NUP85,558
NUP88,293
NUP93,434
NUP98,1101
NUPL2,181
NUPR1,94
NUPR2,680
NUS1,326
NUSAP1,348
NUTF2,350
NUTM1,1262
NUTM2A,17
NUTM2B,31
NUTM2D,9
NUTM2E,21
NUTM2F,19
NUTM2G,75
NVL,1821
NWD1,506
NWD2,595
NXF1,689
NXF3,437
NXF5,482
NXN,128
NXNL1,106
NXNL2,73
NXPE1,50
NXPE2,31
NXPE3,85
NXPE4,9
NXPH1,71
NXPH2,93
NXPH3,42
NXPH4,58
NXT1,237
NXT2,251
NYAP1,122
NYAP2,25
NYNRIN,103
NYX,2054
OAF,240
OARD1,79
OAS1,2533
OAS2,2451
OAS3,2404
OASL,2452
OAT,1119
OAZ2,68
OAZ3,813
OBP2A,19
OBP2B,60
OBSCN,1531
OBSL1,429
OC90,139
OCA2,659
OCEL1,76
OCIAD1,161
OCIAD2,14
OCLM,28
OCLN,591
OCM,2186
OCM2,2140
OCRL,847
OCSTAMP,20
ODAM,183
ODAPH,32
ODC1,1245
ODF1,733
ODF2L,218
ODF3,576
ODF3B,25
ODF3L1,514
ODF3L2,689
ODF4,715
ODR4,58
OFD1,432
OGA,1334
OGDH,1088
OGDHL,540
OGFOD1,162
OGFOD2,117
OGFOD3,67
OGFR,30
OGFRL1,398
OGG1,600
OGN,2685
OGT,1284
OIP5,423
OIT3,147
OLA1,758
OLAH,530
OLFM1,136
OLFM2,49
OLFM3,79
OLFM4,73
OLFML1,59
OLFML2A,53
OLFML2B,47
OLFML3,46
OLIG1,236
OLIG2,486
OLIG3,125
OLR1,404
OMA1,1939
OMD,2573
OMG,2178
OMP,877
ONECUT1,344
ONECUT3,51
OOEP,587
OOSP2,565
OPA1,1537
OPA3,115
OPALIN,136
OPCML,212
OPHN1,606
OPN1LW,792
OPN1MW2,95
OPN1SW,178
OPN3,841
OPN4,352
OPN5,758
OPRD1,589
OPRK1,422
OPRL1,817
OPRM1,925
OPRPN,59
OPTC,2002
OPTN,616
OR10A2,15
OR10A3,54
OR10A4,65
OR10A5,48
OR10A7,69
OR10AD1,184
OR10AG1,22
OR10C1,40
OR10D3,6
OR10G2,21
OR10G3,23
OR10G4,12
OR10G7,42
OR10G8,27
OR10G9,27
OR10H1,19
OR10H2,12
OR10H3,45
OR10H4,66
OR10H5,12
OR10J1,544
OR10J3,26
OR10J5,86
OR10K1,20
OR10K2,19
OR10P1,40
OR10Q1,14
OR10R2,17
OR10S1,52
OR10T2,42
OR10V1,21
OR10W1,11
OR10Z1,19
OR11A1,41
OR11G2,12
OR11H1,48
OR11H12,23
OR11H4,14
OR11H6,15
OR11L1,16
OR13A1,43
OR13C2,15
OR13C3,48
OR13C4,39
OR13C5,24
OR13C8,29
OR13C9,15
OR13D1,42
OR13F1,14
OR13G1,110
OR13H1,28
OR13J1,32
OR14A16,21
OR14A2,14
OR14C36,18
OR14I1,11
OR14J1,81
OR14K1,9
OR1A1,20
OR1A2,14
OR1C1,42
OR1D2,25
OR1D5,39
OR1E1,24
OR1E2,33
OR1F1,34
OR1G1,19
OR1I1,32
OR1J1,39
OR1J2,48
OR1J4,35
OR1K1,53
OR1L1,39
OR1L3,15
OR1L4,11
OR1L6,11
OR1L8,20
OR1M1,11
OR1N1,11
OR1N2,11
OR1Q1,32
OR1S2,47
OR2A1,63
OR2A12,24
OR2A14,22
OR2A2,24
OR2A25,54
OR2A4,45
OR2A42,50
OR2A5,11
OR2A7,42
OR2AE1,41
OR2AG1,51
OR2AG2,12
OR2AJ1,3
OR2AK2,76
OR2AP1,15
OR2AT4,49
OR2B11,28
OR2B2,27
OR2B3,36
OR2B6,19
OR2C1,24
OR2C3,393
OR2D2,35
OR2D3,36
OR2F2,19
OR2G2,26
OR2G3,21
OR2G6,22
OR2H1,181
OR2H2,56
OR2J1,20
OR2J2,25
OR2J3,60
OR2K2,53
OR2L13,80
OR2L2,27
OR2L3,45
OR2L5,45
OR2M2,20
OR2M3,36
OR2M4,47
OR2M5,20
OR2M7,60
OR2S2,41
OR2T1,31
OR2T10,21
OR2T12,30
OR2T2,14
OR2T27,11
OR2T29,21
OR2T3,19
OR2T33,19
OR2T34,17
OR2T35,16
OR2T4,47
OR2T6,19
OR2T8,13
OR2V1,46
OR2V2,34
OR2W1,51
OR2W3,59
OR2Y1,33
OR2Z1,26
OR3A1,29
OR3A2,32
OR3A3,40
OR4A15,42
OR4A16,20
OR4A47,16
OR4A5,48
OR4B1,21
OR4C11,52
OR4C12,26
OR4C13,35
OR4C15,75
OR4C3,43
OR4C46,34
OR4C5,12
OR4C6,43
OR4D1,42
OR4D10,53
OR4D11,35
OR4D2,47
OR4D5,12
OR4D6,102
OR4D9,55
OR4E2,25
OR4F15,25
OR4F16,9
OR4F17,19
OR4F21,51
OR4F29,23
OR4F3,13
OR4F4,29
OR4F5,35
OR4F6,13
OR4K1,45
OR4K13,27
OR4K14,41
OR4K15,43
OR4K17,36
OR4K2,46
OR4K5,55
OR4L1,16
OR4M1,53
OR4N2,482
OR4N4,50
OR4N5,36
OR4P4,44
OR4Q3,54
OR4S1,16
OR4S2,106
OR4X1,86
OR51A2,57
OR51A4,80
OR51A7,17
OR51B4,41
OR51B5,53
OR51B6,30
OR51D1,11
OR51E1,35
OR51E2,69
OR51F2,24
OR51G2,28
OR51I1,58
OR51I2,101
OR51L1,28
OR51M1,27
OR51Q1,24
OR51S1,26
OR51T1,37
OR51V1,25
OR52A1,46
OR52A5,64
OR52B2,22
OR52B6,70
OR52D1,27
OR52E2,45
OR52E4,33
OR52E6,11
OR52E8,51
OR52H1,82
OR52I1,13
OR52I2,40
OR52J3,56
OR52K1,51
OR52K2,83
OR52L1,33
OR52M1,12
OR52N1,22
OR52N2,37
OR52N4,35
OR52N5,33
OR52W1,56
OR56A1,30
OR56A3,16
OR56A4,26
OR56B1,36
OR56B4,22
OR5A1,19
OR5A2,53
OR5AC2,25
OR5AK2,30
OR5AN1,37
OR5AS1,29
OR5AU1,21
OR5B12,11
OR5B17,42
OR5B2,33
OR5B21,11
OR5B3,49
OR5C1,20
OR5D14,104
OR5D16,16
OR5D18,25
OR5F1,39
OR5H1,37
OR5H14,18
OR5H15,25
OR5H2,51
OR5I1,38
OR5J2,62
OR5K1,21
OR5K2,15
OR5K3,23
OR5K4,54
OR5L2,27
OR5M1,55
OR5M10,24
OR5M11,17
OR5M3,39
OR5M8,39
OR5M9,13
OR5P2,55
OR5P3,27
OR5T2,32
OR5T3,64
OR5W2,34
OR6A2,18
OR6B1,65
OR6B2,23
OR6B3,48
OR6C1,32
OR6C2,48
OR6C3,59
OR6C4,16
OR6C6,12
OR6C65,44
OR6C68,14
OR6C70,17
OR6C74,28
OR6C75,86
OR6C76,72
OR6F1,72
OR6J1,7
OR6K2,58
OR6K3,26
OR6K6,11
OR6M1,38
OR6N1,28
OR6N2,37
OR6P1,14
OR6Q1,28
OR6S1,11
OR6T1,37
OR6V1,27
OR6X1,34
OR6Y1,55
OR7A10,19
OR7A17,27
OR7A5,130
OR7C1,81
OR7C2,31
OR7D2,63
OR7D4,52
OR7E24,701
OR7G1,45
OR7G2,42
OR7G3,57
OR8A1,15
OR8B12,13
OR8B2,12
OR8B3,19
OR8B4,20
