Genesymbol,degree
OR8B8,21
OR8D1,217
OR8D4,48
OR8H1,11
OR8H2,22
OR8H3,47
OR8I2,49
OR8J1,54
OR8J3,29
OR8K1,29
OR8K5,54
OR8S1,64
OR8U1,59
OR9A2,20
OR9A4,20
OR9G1,69
OR9G4,33
OR9I1,27
OR9K2,14
OR9Q1,28
OR9Q2,33
ORAI2,93
ORAI3,98
ORAOV1,73
ORC1,1220
ORC2,1101
ORC3,448
ORC4,523
ORC5,623
ORC6,329
ORM1,223
ORM2,261
ORMDL1,166
ORMDL2,91
ORMDL3,255
OS9,378
OSBP,468
OSBP2,407
OSBPL10,195
OSBPL11,894
OSBPL1A,284
OSBPL2,634
OSBPL3,267
OSBPL5,226
OSBPL6,280
OSBPL7,261
OSBPL8,968
OSBPL9,145
OSCAR,89
OSCP1,219
OSER1,22
OSGEP,652
OSGEPL1,567
OSGIN1,20
OSGIN2,59
OSM,505
OSMR,161
OSR1,1159
OSR2,1251
OST4,69
OSTC,277
OSTF1,419
OSTM1,144
OSTN,92
OTC,1416
OTOA,633
OTOF,201
OTOG,65
OTOGL,211
OTOL1,30
OTOP1,83
OTOP2,65
OTOP3,130
OTOR,279
OTOS,248
OTP,584
OTUB1,361
OTUB2,128
OTUD1,77
OTUD3,92
OTUD4,459
OTUD5,203
OTUD6A,318
OTUD6B,343
OTUD7A,83
OTULIN,138
OTULINL,70
OTX1,370
OTX2,626
OVCA2,98
OVCH1,175
OVGP1,271
OVOL1,112
OVOL2,107
OXA1L,984
OXCT1,466
OXCT2,748
OXER1,219
OXGR1,239
OXLD1,37
OXNAD1,1166
OXR1,217
OXSM,436
OXSR1,219
OXT,779
OXTR,946
P2RX1,168
P2RX2,209
P2RX3,175
P2RX4,200
P2RX5,81
P2RX5-TAX1BP3,62
P2RX6,64
P2RY1,329
P2RY10,287
P2RY11,303
P2RY12,412
P2RY13,335
P2RY14,286
P2RY2,409
P2RY4,336
P2RY6,316
P2RY8,97
P3H1,146
P3H2,108
P3H4,26
P4HA1,335
P4HA2,134
P4HA3,158
P4HB,3365
P4HTM,260
PA2G4,1452
PAAF1,321
PABPC1,1267
PABPC1L,737
PABPC1L2A,697
PABPC1L2B,698
PABPC3,1466
PABPC4,856
PABPC5,823
PABPN1,764
PABPN1L,335
PACRG,298
PACRGL,152
PACS1,326
PACS2,100
PACSIN1,398
PACSIN2,369
PACSIN3,322
PADI1,99
PADI2,166
PADI3,70
PADI4,173
PAEP,282
PAF1,543
PAFAH1B1,2017
PAFAH1B2,100
PAFAH1B3,85
PAFAH2,93
PAG1,773
PAGE1,507
PAGE2,42
PAGE2B,24
PAGE3,302
PAGE4,47
PAGE5,67
PAGR1,283
PAH,474
PAICS,2404
PAIP1,142
PAIP2,124
PAIP2B,65
PAK1,1337
PAK1IP1,606
PAK2,1962
PAK3,1089
PAK4,1121
PAK5,939
PAK6,849
PALB2,282
PALD1,40
PALLD,161
PALM,34
PALM2,37
PALM2-AKAP2,46
PALM3,23
PALMD,37
PAM,203
PAM16,189
PAN2,1157
PAN3,184
PANK1,159
PANK2,431
PANK3,106
PANK4,116
PANX1,138
PANX2,41
PANX3,31
PAOX,99
PAPLN,283
PAPOLA,1408
PAPOLB,1216
PAPOLG,889
PAPPA,143
PAPPA2,45
PAPSS1,1849
PAPSS2,1687
PAQR3,125
PAQR4,133
PAQR5,78
PAQR6,108
PAQR7,67
PAQR8,60
PAQR9,83
PARD3,468
PARD3B,154
PARD6A,671
PARD6B,274
PARD6G,252
PARG,575
PARK7,1395
PARL,573
PARM1,25
PARN,261
PARP1,1845
PARP10,170
PARP11,275
PARP12,197
PARP14,168
PARP15,170
PARP16,70
PARP2,708
PARP3,382
PARP4,569
PARP6,49
PARP8,786
PARP9,250
PARS2,767
PARVA,306
PARVB,304
PARVG,298
PASD1,421
PASK,2599
PATE1,206
PATE2,49
PATE3,44
PATE4,33
PATJ,508
PATL1,263
PATL2,398
PATZ1,1185
PAWR,96
PAX1,283
PAX2,733
PAX3,817
PAX4,394
PAX5,636
PAX6,1259
PAX7,637
PAX8,461
PAX9,233
PAXBP1,233
PAXIP1,440
PAXX,86
PBDC1,119
PBK,3120
PBLD,78
PBOV1,10
PBRM1,2164
PBX1,537
PBX2,287
PBX3,190
PBX4,174
PBXIP1,49
PC,592
PCBD1,165
PCBD2,142
PCBP1,664
PCBP2,574
PCBP3,293
PCBP4,296
PCCA,241
PCCB,609
PCDH1,55
PCDH10,156
PCDH11X,376
PCDH11Y,157
PCDH12,89
PCDH15,241
PCDH17,80
PCDH18,99
PCDH19,222
PCDH7,56
PCDH8,179
PCDH9,132
PCDHA1,96
PCDHA10,84
PCDHA11,78
PCDHA12,73
PCDHA13,94
PCDHA2,97
PCDHA3,70
PCDHA4,122
PCDHA5,83
PCDHA6,74
PCDHA7,78
PCDHA8,85
PCDHA9,86
PCDHAC1,160
PCDHAC2,90
PCDHB1,101
PCDHB10,74
PCDHB11,131
PCDHB12,88
PCDHB13,102
PCDHB14,94
PCDHB15,112
PCDHB2,115
PCDHB3,96
PCDHB4,97
PCDHB5,88
PCDHB6,95
PCDHB7,90
PCDHB8,87
PCDHGA1,98
PCDHGA10,108
PCDHGA11,94
PCDHGA12,101
PCDHGA2,109
PCDHGA3,99
PCDHGA4,137
PCDHGA5,109
PCDHGA6,71
PCDHGA7,93
PCDHGA8,90
PCDHGA9,100
PCDHGB1,99
PCDHGB2,91
PCDHGB3,79
PCDHGB4,95
PCDHGB6,100
PCDHGB7,61
PCDHGC3,76
PCDHGC4,63
PCDHGC5,127
PCED1A,65
PCED1B,111
PCF11,881
PCGF1,178
PCGF3,151
PCGF5,137
PCGF6,198
PCID2,276
PCIF1,27
PCK1,487
PCK2,638
PCLAF,784
PCLO,127
PCM1,750
PCMT1,418
PCMTD1,842
PCMTD2,719
PCNA,3508
PCNP,290
PCNT,1224
PCNX1,823
PCNX2,40
PCNX3,40
PCNX4,40
PCOLCE,180
PCOLCE2,47
PCP2,582
PCP4,47
PCP4L1,18
PCSK1,2311
PCSK1N,71
PCSK2,2357
PCSK4,2761
PCSK5,2335
PCSK7,2379
PCSK9,1184
PCTP,46
PCYOX1,50
PCYOX1L,122
PCYT1A,685
PCYT1B,375
PCYT2,222
PDAP1,57
PDCD1,334
PDCD10,407
PDCD11,1179
PDCD1LG2,275
PDCD2,449
PDCD2L,235
PDCD4,414
PDCD5,363
PDCD6,202
PDCD6IP,1180
PDCD7,80
PDCL,132
PDCL2,768
PDCL3,123
PDE10A,679
PDE11A,587
PDE12,276
PDE1B,165
PDE1C,157
PDE2A,587
PDE3A,152
PDE3B,767
PDE4B,825
PDE4D,713
PDE4DIP,66
PDE5A,747
PDE6A,770
PDE6B,1010
PDE6C,650
PDE6D,125
PDE6G,207
PDE6H,125
PDE7A,914
PDE7B,578
PDE8A,79
PDE8B,138
PDE9A,590
PDF,661
PDGFA,491
PDGFB,1570
PDGFC,181
PDGFD,117
PDGFRA,3231
PDGFRB,3708
PDGFRL,2567
PDHA1,970
PDHA2,1372
PDHB,796
PDHX,1354
PDIA2,2192
PDIA3,2428
PDIA4,2267
PDIA5,1944
PDIA6,2143
PDIK1L,451
PDILT,1975
PDK1,989
PDK2,1099
PDK3,1173
PDK4,1215
PDLIM1,1483
PDLIM2,1278
PDLIM3,1339
PDLIM4,1738
PDLIM5,2500
PDLIM7,1434
PDP1,1859
PDP2,1712
PDPK1,738
PDPN,301
PDPR,417
PDRG1,70
PDS5A,1025
PDS5B,574
PDSS1,828
PDSS2,632
PDX1,530
PDXDC1,69
PDXK,298
PDXP,1193
PDYN,643
PDZD11,120
PDZD3,59
PDZD4,67
PDZD7,63
PDZD8,39
PDZD9,673
PDZK1,227
PDZK1IP1,204
PDZRN3,160
PDZRN4,326
PEA15,454
PEAK1,38
PEAK3,36
PEAR1,225
PEBP1,735
PEBP4,435
PECR,1095
PEF1,124
PEG10,731
PEG3,1327
PELI1,104
PELI2,333
PELI3,85
PELO,366
PELP1,296
PEMT,182
PENK,494
PEPD,987
PER1,815
PER2,378
PER3,169
PERM1,22
PERP,545
PES1,1304
PET100,75
PET117,48
PEX1,1467
PEX10,143
PEX11A,328
PEX11B,270
PEX11G,255
PEX12,167
PEX13,260
PEX14,236
PEX16,164
PEX19,245
PEX2,198
PEX26,61
PEX3,219
PEX5,459
PEX5L,352
PEX6,223
PEX7,266
PF4,670
PF4V1,72
PFAS,1607
PFDN1,96
PFDN2,254
PFDN4,301
PFDN5,544
PFDN6,264
PFKFB1,583
PFKFB2,476
PFKFB3,530
PFKFB4,454
PFKL,930
PFKM,917
PFKP,862
PFN1,784
PFN2,731
PFN3,51
PFN4,1267
PGA3,937
PGA4,944
PGA5,1018
PGAM1,724
PGAM2,456
PGAM4,342
PGAM5,113
PGAP1,137
PGAP2,121
PGAP3,93
PGBD1,50
PGBD2,49
PGBD4,51
PGC,1082
PGD,570
PGF,530
PGGHG,91
PGGT1B,678
PGK1,2160
PGK2,2110
PGLS,494
PGLYRP1,134
PGLYRP2,188
PGLYRP3,89
PGLYRP4,35
PGM1,702
PGM2,873
PGM2L1,790
PGM3,987
PGM5,434
PGP,485
PGPEP1,90
PGPEP1L,26
PGR,1532
PGRMC1,751
PGRMC2,202
PGS1,483
PHACTR1,72
PHACTR2,69
PHACTR3,18
PHACTR4,72
PHAX,325
PHB,1019
PHB2,2048
PHC2,226
PHC3,1101
PHETA1,92
PHETA2,28
PHEX,1037
PHF1,300
PHF10,143
PHF11,1270
PHF12,492
PHF13,33
PHF14,576
PHF19,256
PHF2,147
PHF20,700
PHF20L1,1208
PHF21A,679
PHF21B,67
PHF23,78
PHF24,33
PHF3,895
PHF5A,1305
PHF6,276
PHF7,1653
PHF8,947
PHGDH,1723
PHGR1,13
PHIP,1016
PHKA1,210
PHKA2,375
PHKB,437
PHKG1,224
PHKG2,256
PHLDA1,66
PHLDA2,363
PHLDA3,49
PHLDB1,32
PHLDB2,65
PHLDB3,45
PHLPP1,3442
PHOSPHO1,57
PHOSPHO2,45
PHOX2A,173
PHOX2B,352
PHPT1,105
PHRF1,169
PHTF1,20
PHTF2,156
PHYH,149
PHYHD1,55
PHYHIP,119
PHYHIPL,73
PHYKPL,269
PI15,112
PI16,92
PI3,2021
PI4K2A,1150
PI4K2B,928
PIANP,59
PIAS1,1342
PIAS2,1018
PIAS3,568
PIAS4,672
PIBF1,95
PICALM,1034
PICK1,298
PID1,74
PIDD1,2460
PIEZO1,79
PIEZO2,109
PIF1,482
PIFO,150
PIGA,835
PIGB,405
PIGF,151
PIGG,279
PIGH,56
PIGK,170
PIGL,188
PIGM,111
PIGN,764
PIGP,71
PIGQ,192
PIGR,227
PIGS,877
PIGT,347
PIGU,94
PIGV,133
PIGX,78
PIGY,45
PIGZ,105
PIH1D1,248
PIH1D2,822
PIH1D3,116
PIK3AP1,207
PIK3C2A,2269
PIK3C2B,1468
PIK3C2G,1452
PIK3C3,2980
PIK3CA,4926
PIK3CB,4170
PIK3CD,3786
PIK3CG,4621
PIK3IP1,32
PIK3R2,418
PIK3R3,660
PIK3R4,365
PIK3R5,295
PIKFYVE,4509
PILRA,125
PIM1,3079
PIM2,2819
PIM3,2729
PIMREG,839
PIN1,982
PIN4,722
PINK1,460
PINLYP,15
PINX1,656
PIP,128
PIP4K2A,996
PIP4K2C,697
PIP4P1,55
PIP4P2,71
PIP5K1A,812
PIP5K1B,723
PIP5K1C,743
PIP5KL1,605
PIPOX,514
PIR,208
PIRT,26
PISD,326
PITHD1,66
PITPNA,952
PITPNB,917
PITPNM1,943
PITPNM2,949
PITPNM3,923
PITRM1,276
PITX1,389
PITX2,612
PITX3,293
PIWIL1,484
PIWIL2,940
PIWIL3,172
PIWIL4,434
PJA1,597
PJA2,757
PJVK,113
PKD1,380
PKD1L1,125
PKD2,428
PKD2L1,200
PKD2L2,81
PKDCC,2608
PKDREJ,746
PKHD1,255
PKHD1L1,17
PKIA,30
PKIB,21
PKIG,40
PKLR,1428
PKM,1853
PKMYT1,1117
PKN1,1633
PKN2,2498
PKN3,1411
PKNOX1,416
PKNOX2,141
PKP1,372
PKP2,355
PKP3,374
PKP4,345
PLA1A,52
PLA2G10,266
PLA2G12A,80
PLA2G12B,109
PLA2G15,243
PLA2G16,95
PLA2G1B,1134
PLA2G2A,512
PLA2G2C,248
PLA2G2D,125
PLA2G2E,158
PLA2G2F,194
PLA2G3,102
PLA2G4A,665
PLA2G4B,139
PLA2G4D,188
PLA2G4E,195
PLA2G5,164
PLA2G6,2292
PLA2G7,305
PLA2R1,53
PLAA,320
PLAC1,197
PLAC8,63
PLAC8L1,560
PLAC9,37
PLAG1,1221
PLAGL1,1260
PLAGL2,1163
PLAT,970
PLAU,1007
PLAUR,708
PLB1,96
PLBD1,124
PLBD2,32
PLCB1,775
PLCB2,782
PLCB3,624
PLCD1,454
PLCD4,398
PLCG1,810
PLCG2,501
PLCH1,432
PLCH2,378
PLCL1,346
PLCXD1,78
PLCXD2,58
PLCXD3,98
PLCZ1,1004
PLD1,621
PLD2,803
PLD3,102
PLD4,109
PLD5,28
PLD6,357
PLEC,1664
PLEK,1329
PLEK2,14
PLEKHA1,118
PLEKHA3,94
PLEKHA4,62
PLEKHA6,82
PLEKHA7,57
PLEKHA8,109
PLEKHB1,113
PLEKHB2,63
PLEKHD1,23
PLEKHF1,37
PLEKHF2,57
PLEKHG1,51
PLEKHG3,76
PLEKHG4,134
PLEKHG4B,197
PLEKHG5,412
PLEKHG6,92
PLEKHG7,102
PLEKHH1,89
PLEKHH2,127
PLEKHH3,3
PLEKHJ1,94
PLEKHM1,77
PLEKHM2,43
PLEKHM3,533
PLEKHN1,84
PLEKHO1,50
PLEKHO2,103
PLEKHS1,57
PLET1,171
PLG,1787
PLGLB1,44
PLGLB2,78
PLGRKT,46
PLIN1,798
PLIN2,353
PLIN3,218
PLIN4,102
PLIN5,86
PLK1,2264
PLK2,1376
PLK3,1310
PLK4,1520
PLK5,1172
PLLP,36
PLN,491
PLOD1,280
PLOD2,245
PLOD3,160
PLP2,76
PLPBP,197
PLPP1,289
PLPP2,276
PLPP3,335
PLPP4,265
PLPP5,253
PLPP6,42
PLPP7,62
PLPPR2,275
PLPPR3,82
PLPPR4,129
PLPPR5,54
PLRG1,677
PLS1,1035
PLS3,1145
PLSCR1,471
PLSCR2,413
PLSCR3,321
PLSCR4,327
PLSCR5,299
PLTP,199
PLVAP,85
PLXDC1,115
PLXDC2,130
PLXNA1,238
PLXNA2,420
PLXNA3,588
PLXNA4,204
PLXNB1,260
PLXNB2,76
PLXNB3,159
PLXNC1,474
PLXND1,140
PM20D1,570
PM20D2,72
PMAIP1,413
PMCH,543
PMEL,505
PMEPA1,21
PMF1-BGLAP,133
PMFBP1,49
PML,878
PMM1,341
PMM2,386
PMP2,104
PMP22,240
PMPCA,728
PMPCB,902
PMS1,1072
PMS2,1027
PMVK,101
PNCK,1285
PNISR,442
PNKD,291
PNKP,278
PNLDC1,49
PNLIP,348
PNLIPRP1,110
PNLIPRP3,115
PNMA1,110
PNMA2,257
PNMA5,54
PNMA6A,87
PNMA8A,79
PNMA8B,1991
PNMT,233
PNN,592
PNO1,728
PNOC,273
PNP,491
PNPLA1,95
PNPLA2,375
PNPLA3,203
PNPLA4,161
PNPLA5,74
PNPLA6,2777
PNPLA7,2541
PNPLA8,211
PNPO,112
PNPT1,1208
PNRC1,125
PNRC2,185
POC1A,813
POC1B,603
POC1B-GALNT4,79
POC5,112
PODN,2036
PODNL1,1960
PODXL,260
PODXL2,32
POF1B,83
POFUT1,182
POFUT2,135
POGK,67
POGLUT1,251
POGZ,1565
POLA1,2595
POLA2,511
POLB,363
POLD1,2376
POLD2,516
POLD3,309
POLD4,175
POLDIP3,489
POLE,2375
POLE2,596
POLE3,505
POLE4,287
POLG,1077
POLG2,494
POLH,618
POLI,1143
POLK,955
POLL,289
POLM,493
POLN,877
POLQ,1918
POLR1A,1622
POLR1B,1867
POLR1C,1507
POLR1D,630
POLR1E,653
POLR2B,2901
POLR2C,1608
POLR2D,719
POLR2E,1126
POLR2F,1347
POLR2G,1000
POLR2I,998
POLR2J,1018
POLR2J3,606
POLR2K,735
POLR2L,773
POLR2M,39
POLR3A,1681
POLR3B,1749
POLR3C,414
POLR3D,208
POLR3E,231
POLR3F,387
POLR3G,113
POLR3GL,130
POLR3H,434
POLR3K,663
POM121L12,614
POM121L2,649
POMC,1888
POMGNT1,246
POMGNT2,69
POMK,85
POMP,371
POMT1,211
POMT2,252
POMZP3,34
PON1,934
PON2,122
PON3,167
POP1,211
POP4,260
POP5,176
POP7,122
POPDC2,139
POPDC3,82
POR,798
PORCN,243
POSTN,453
POT1,278
POTEB,1772
POTEB2,1723
POTEC,2373
POTED,2294
POTEE,3716
POTEH,1935
POTEI,3698
POTEJ,3700
POU1F1,210
POU2AF1,215
POU2F1,493
POU2F2,182
POU2F3,191
POU3F1,183
POU3F2,290
POU3F3,216
POU3F4,233
POU4F1,244
POU4F2,250
POU4F3,216
POU5F1,1324
POU6F1,51
POU6F2,92
PP2D1,2125
PPA1,1426
PPA2,1008
PPAN-P2RY11,577
PPARA,1349
PPARD,639
PPARG,1970
PPARGC1A,994
PPARGC1B,398
PPAT,862
PPBP,522
PPCDC,531
PPCS,558
PPDPF,39
PPDPFL,53
PPEF1,2504
PPEF2,1830
PPFIA1,553
PPFIA2,269
PPFIA3,194
PPFIA4,194
PPFIBP1,63
PPFIBP2,50
PPHLN1,80
PPIA,2045
PPIAL4D,1013
PPIAL4F,1028
PPIAL4G,1586
PPIB,449
PPIC,178
PPID,987
PPIE,3056
PPIF,1430
PPIG,1564
PPIH,1186
PPIL1,1060
PPIL3,828
PPIL4,1007
PPIL6,833
PPIP5K1,249
PPIP5K2,526
PPL,664
PPM1A,1950
PPM1B,2428
PPM1D,2047
PPM1E,1844
PPM1F,1829
PPM1H,12
PPM1J,336
PPM1K,1810
PPM1L,1894
PPM1M,73
PPM1N,1625
PPME1,715
PPOX,512
PPP1CA,1238
PPP1CB,1271
PPP1CC,1504
PPP1R10,80
PPP1R11,264
PPP1R12A,3079
PPP1R12C,1926
PPP1R13B,101
PPP1R13L,73
PPP1R14A,187
PPP1R14B,87
PPP1R14C,38
PPP1R14D,41
PPP1R15A,374
PPP1R15B,107
PPP1R16A,1941
PPP1R16B,1915
PPP1R17,69
PPP1R18,67
PPP1R1A,111
PPP1R1B,390
PPP1R1C,78
PPP1R21,441
PPP1R26,112
PPP1R27,1858
PPP1R32,463
PPP1R35,8
PPP1R36,679
PPP1R37,45
PPP1R3A,267
PPP1R3B,194
PPP1R3C,177
PPP1R3D,134
PPP1R3E,78
PPP1R3F,69
PPP1R3G,77
PPP1R42,652
PPP1R7,2101
PPP1R8,257
PPP1R9A,95
PPP2CA,2849
PPP2CB,2265
PPP2R1A,1132
PPP2R1B,696
PPP2R2A,755
PPP2R2B,802
PPP2R2C,623
PPP2R2D,603
PPP2R3A,235
PPP2R3B,226
PPP2R3C,364
PPP2R5A,546
PPP2R5B,456
PPP2R5C,1320
PPP2R5D,500
PPP2R5E,528
PPP3CA,2609
PPP3CB,2138
PPP3CC,2237
PPP3R1,2425
PPP3R2,2519
PPP4C,1989
PPP4R1,590
PPP4R2,277
PPP4R4,86
PPP5C,2122
PPP5D1,1939
PPP6C,209
PPP6R1,250
PPP6R2,268
PPP6R3,1273
PPRC1,440
PPT1,500
PPT2,160
PPTC7,1725
PPWD1,1069
PPY,524
PQBP1,302
PQLC1,89
PQLC2,104
PQLC2L,104
PQLC3,42
PRAC1,258
PRADC1,27
PRAM1,418
PRAME,300
PRAMEF1,16
PRAMEF10,21
PRAMEF12,33
PRAMEF2,28
PRAMEF27,1
PRAMEF4,9
PRAMEF7,18
PRAMEF8,18
PRAP1,56
PRB1,86
PRB2,50
PRB4,45
PRC1,1006
PRCC,352
PRCD,109
PRCP,133
PRDM1,508
PRDM10,7535
PRDM12,27
PRDM13,1157
PRDM14,1265
PRDM15,1126
PRDM16,1365
PRDM2,800
PRDM4,1248
PRDM5,1187
PRDM6,263
PRDM7,72
PRDM8,1197
PRDM9,1807
PRDX1,1558
PRDX2,1467
PRDX3,1412
PRDX4,1189
PRDX5,496
PRDX6,1154
PREB,508
PRELID1,371
PRELID2,43
PRELID3A,73
PRELID3B,129
PRELP,2157
PREP,150
PREPL,99
PREX1,153
PREX2,99
PRG2,84
PRG3,52
PRG4,203
PRH2,67
PRICKLE1,344
PRICKLE2,274
PRICKLE3,304
PRIM1,830
PRIMA1,69
PRIMPOL,89
PRKAA1,2107
PRKAA2,1746
PRKAB1,342
PRKAB2,358
PRKACA,2712
PRKACB,2734
PRKACG,3067
PRKAG1,1315
PRKAG2,1409
PRKAG3,1299
PRKAR1A,2287
PRKAR1B,1963
PRKAR2A,1973
PRKAR2B,2068
PRKCA,2366
PRKCB,2325
PRKCD,1687
PRKCE,2050
PRKCG,1665
PRKCH,2198
PRKCI,269
PRKCQ,2177
PRKCZ,589
PRKD1,487
PRKD2,92
PRKD3,151
PRKDC,2395
PRKG1,2785
PRKG2,1966
PRKN,1043
PRKRA,229
PRKRIP1,88
PRKX,2013
PRL,1492
PRLH,90
PRLHR,112
PRM1,758
PRM2,779
PRM3,638
PRMT1,1286
PRMT2,679
PRMT3,761
PRMT5,939
PRMT6,694
PRMT7,496
PRMT8,752
PRMT9,36
PRND,322
PRNP,574
PROB1,19
PROC,681
PROCA1,732
PROCR,288
PRODH,496
PRODH2,311
PROK1,211
PROK2,272
PROKR1,232
PROKR2,305
PROM1,704
PROM2,44
PROP1,452
PROS1,1149
PROSER1,56
PROSER3,21
PROX1,361
PROZ,236
PRPF18,871
PRPF19,1128
PRPF3,1061
PRPF31,1160
PRPF38A,314
PRPF38B,214
PRPF39,596
PRPF4,683
PRPF40A,948
PRPF40B,569
PRPF4B,588
PRPF6,1264
PRPF8,1063
PRPH,346
PRPH2,213
PRPS1,1296
PRPS1L1,1791
PRPS2,1249
PRPSAP1,1051
PRPSAP2,1094
PRR11,130
PRR12,64
PRR13,48
PRR14,27
PRR14L,569
PRR15,37
PRR15L,79
PRR16,397
PRR18,87
PRR19,71
PRR20A,66
PRR20B,4
PRR20C,41
PRR20D,9
PRR20E,39
PRR22,17
PRR23A,601
PRR23B,481
PRR23C,29
PRR23D1,463
PRR23D2,463
PRR25,20
PRR26,28
PRR27,23
PRR29,17
PRR3,50
PRR30,642
PRR32,13
PRR35,20
PRR4,58
PRR5,109
PRR5-ARHGAP8,44
PRR5L,47
PRR7,30
PRR9,75
PRRC1,62
PRRC2A,95
PRRC2B,44
PRRC2C,283
PRRG1,38
PRRG2,44
PRRG3,82
PRRG4,23
PRRT1,44
PRRT2,236
PRRT3,20
PRRT4,49
PRRX1,480
PRRX2,380
PRSS1,473
PRSS12,225
PRSS16,50
PRSS21,256
PRSS22,224
PRSS23,32
PRSS27,252
PRSS3,531
PRSS33,196
PRSS35,27
PRSS36,211
PRSS37,850
PRSS38,631
PRSS40A,147
PRSS40B,134
PRSS42,181
PRSS45,183
PRSS48,174
PRSS53,205
PRSS54,877
PRSS55,883
PRSS57,313
PRSS58,323
PRSS8,299
PRTFDC1,430
PRTG,97
PRTN3,706
PRUNE1,56
PRUNE2,69
PRX,80
PRY,96
PRY2,93
PSAP,319
PSAPL1,61
PSAT1,557
PSCA,117
PSD,516
PSD2,371
PSD3,316
PSD4,357
PSEN1,1966
PSEN2,669
PSENEN,232
PSG1,46
PSG11,55
PSG2,43
PSG3,61
PSG4,50
PSG5,93
PSG6,39
PSG8,48
PSG9,62
PSIP1,511
PSKH1,1242
PSKH2,1202
PSMA1,1081
PSMA2,906
PSMA3,963
PSMA4,1089
PSMA5,1051
PSMA6,854
PSMA7,705
PSMA8,783
PSMB1,1062
PSMB10,772
PSMB11,502
PSMB2,1008
PSMB4,719
PSMB5,752
PSMB6,597
PSMB7,938
PSMB8,742
PSMB9,637
PSMC1,984
PSMC2,1171
PSMC3,1118
PSMC3IP,310
PSMC4,933
PSMC5,1083
PSMC6,1850
PSMD1,711
PSMD10,2427
PSMD11,594
PSMD12,749
PSMD13,544
PSMD14,1424
PSMD2,811
PSMD3,589
PSMD4,1115
PSMD5,284
PSMD6,941
PSMD7,943
PSMD8,703
PSMD9,1042
PSME1,330
PSME2,370
PSME3,396
PSME4,520
PSMF1,205
PSMG1,442
PSMG2,205
PSMG3,98
PSMG4,56
PSORS1C1,421
PSORS1C2,85
PSPC1,212
PSPH,268
PSPN,97
PSRC1,189
PSTK,46
PSTPIP1,598
PSTPIP2,128
PTAFR,458
PTAR1,399
PTBP1,709
PTBP2,249
PTBP3,374
PTCD2,27
PTCD3,223
PTCH1,876
PTCH2,370
PTCHD1,141
PTCHD3,220
PTCHD4,73
PTCRA,484
PTDSS1,98
PTDSS2,93
PTEN,4129
PTER,513
PTF1A,338
PTGDR,494
PTGDR2,362
PTGDS,292
PTGER1,353
PTGER2,322
PTGER3,538
PTGER4,582
PTGES,220
PTGES2,142
PTGES3,858
PTGES3L-AARSD1,262
PTGFR,270
PTGFRN,36
PTGIR,386
PTGIS,665
PTGR1,218
PTGR2,222
PTGS1,588
PTGS2,1823
PTH,1267
PTH1R,369
PTH2,144
PTH2R,142
PTHLH,554
PTK2,1087
PTK2B,798
PTK6,2635
PTK7,2774
PTMA,237
PTMS,333
PTN,427
PTOV1,232
PTP4A1,131
PTP4A3,101
PTPA,823
PTPDC1,1074
PTPMT1,105
PTPN1,1400
PTPN11,1673
PTPN12,1074
PTPN13,849
PTPN14,654
PTPN18,826
PTPN2,1497
PTPN20,713
PTPN21,628
PTPN22,1050
PTPN23,1604
PTPN3,661
PTPN4,1475
PTPN5,1017
PTPN6,1192
PTPN7,728
PTPN9,577
PTPRA,825
PTPRB,663
PTPRCAP,59
PTPRD,824
PTPRE,893
PTPRF,1584
PTPRG,988
PTPRH,595
PTPRJ,1425
PTPRK,705
PTPRM,639
PTPRN,867
PTPRN2,1121
PTPRO,675
PTPRR,803
PTPRT,648
PTPRU,757
PTPRZ1,895
PTRH1,311
PTRH2,243
PTRHD1,53
PTS,557
PTTG1,730
PTTG1IP,67
PTTG2,527
PTX3,73
PTX4,19
PUDP,454
PUF60,496
PUM1,970
PUM2,1424
PUM3,792
PURA,278
PURB,100
PURG,50
PUS1,793
PUS10,165
PUS3,740
PUS7,551
PUS7L,594
PUSL1,667
PVALB,2421
PVR,314
PVRIG,117
PWP1,725
PWP2,929
PWWP2A,319
PWWP2B,91
PXDC1,45
PXDN,192
PXDNL,111
PXK,142
PXMP2,63
PXMP4,100
PXN,2106
PXT1,15
PXYLP1,63
PYCARD,376
PYCR1,784
PYCR2,454
PYCR3,493
PYDC1,364
PYGB,456
PYGL,523
PYGM,651
PYGO1,161
PYGO2,86
PYHIN1,152
PYM1,166
PYROXD1,81
PYROXD2,244
PYURF,173
PYY,464
PZP,392
QARS,1088
QDPR,219
QKI,496
QPCT,357
QPCTL,73
QPRT,180
QRFP,185
QRFPR,225
QRICH1,102
QRICH2,53
QRSL1,512
QSER1,32
QSOX1,173
QSOX2,77
QTRT1,420
QTRT2,832
R3HCC1,64
R3HCC1L,742
R3HDM1,147
R3HDM2,468
R3HDM4,33
R3HDML,112
RAB10,643
RAB11A,2815
RAB11B,2212
RAB11FIP1,113
RAB11FIP2,303
RAB11FIP3,101
RAB11FIP5,114
RAB12,501
RAB13,570
RAB14,2100
RAB15,476
RAB17,483
RAB18,319
RAB19,607
RAB1A,1117
RAB1B,841
RAB20,513
RAB21,221
RAB22A,523
RAB23,139
RAB24,516
RAB25,2241
RAB26,82
RAB27A,317
RAB27B,137
RAB28,506
RAB29,92
RAB2A,2311
RAB2B,2295
RAB30,65
RAB32,174
RAB33A,713
RAB33B,1068
RAB35,194
RAB36,515
